Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
"There Harry sees Lucius , father of Draco , Harry 's arch rival from school , selling items imbued with Dark magic to a dark arts salesman , Borgin .","['Harry', 'Lucius', 'Draco', 'school', 'items', 'magic', 'salesman']","['Harry:sees', 'Lucius:rival', 'Draco:father', 'school:rival', 'items:imbued', 'magic:imbued', 'salesman:imbued']",[],[],0.0,"[(('imbued', 'VBD'), 'ccomp', ('sees', 'VBZ')), (('sees', 'VBZ'), 'advmod', ('There', 'RB')), (('sees', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('sees', 'VBZ'), 'xcomp', ('rival', 'NN')), (('rival', 'NN'), 'nsubj', ('Lucius', 'NNP')), (('Lucius', 'NNP'), 'appos', ('father', 'NN')), (('father', 'NN'), 'nmod', ('Draco', 'NNP')), (('Draco', 'NNP'), 'case', ('of', 'IN')), (('rival', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('rival', 'NN'), 'amod', ('arch', 'JJ')), (('rival', 'NN'), 'nmod', ('school', 'NN')), (('school', 'NN'), 'case', ('from', 'IN')), (('imbued', 'VBD'), 'nsubj', ('items', 'NNS')), (('items', 'NNS'), 'compound', ('selling', 'NN')), (('imbued', 'VBD'), 'nmod', ('magic', 'NN')), (('magic', 'NN'), 'case', ('with', 'IN')), (('magic', 'NN'), 'amod', ('Dark', 'JJ')), (('imbued', 'VBD'), 'nmod', ('salesman', 'NN')), (('salesman', 'NN'), 'case', ('to', 'TO')), (('salesman', 'NN'), 'det', ('a', 'DT')), (('salesman', 'NN'), 'amod', ('dark', 'JJ')), (('salesman', 'NN'), 'compound', ('arts', 'NNS')), (('salesman', 'NN'), 'appos', ('Borgin', 'NNP'))]"
"Lucius Draco explains that the Ministry has been conducting raids on wizard houses in order to uncover illegal artefacts , so he is selling his more problematic possessions .","['Draco', 'Ministry', 'houses', 'he']","['Draco:explains', 'Ministry:conducting', 'houses:raids', 'he:selling']","['raids', 'artefacts', 'possessions']","['raids:conducting', 'artefacts:uncover', 'possessions:selling']",-0.7778,"[(('explains', 'VBZ'), 'nsubj', ('Draco', 'NNP')), (('Draco', 'NNP'), 'compound', ('Lucius', 'NNP')), (('explains', 'VBZ'), 'ccomp', ('conducting', 'VBG')), (('conducting', 'VBG'), 'mark', ('that', 'IN')), (('conducting', 'VBG'), 'nsubj', ('Ministry', 'NNP')), (('Ministry', 'NNP'), 'det', ('the', 'DT')), (('conducting', 'VBG'), 'aux', ('has', 'VBZ')), (('conducting', 'VBG'), 'aux', ('been', 'VBN')), (('conducting', 'VBG'), 'dobj', ('raids', 'NNS')), (('raids', 'NNS'), 'nmod', ('houses', 'NNS')), (('houses', 'NNS'), 'case', ('on', 'IN')), (('houses', 'NNS'), 'amod', ('wizard', 'JJ')), (('conducting', 'VBG'), 'advcl', ('uncover', 'VB')), (('uncover', 'VB'), 'mark', ('in', 'IN')), (('in', 'IN'), 'mwe', ('order', 'NN')), (('uncover', 'VB'), 'mark', ('to', 'TO')), (('uncover', 'VB'), 'dobj', ('artefacts', 'NNS')), (('artefacts', 'NNS'), 'amod', ('illegal', 'JJ')), (('explains', 'VBZ'), 'dep', ('so', 'IN')), (('explains', 'VBZ'), 'parataxis', ('selling', 'VBG')), (('selling', 'VBG'), 'nsubj', ('he', 'PRP')), (('selling', 'VBG'), 'aux', ('is', 'VBZ')), (('selling', 'VBG'), 'dobj', ('possessions', 'NNS')), (('possessions', 'NNS'), 'nmod:poss', ('his', 'PRP$')), (('possessions', 'NNS'), 'amod', ('problematic', 'JJ')), (('problematic', 'JJ'), 'advmod', ('more', 'RBR'))]"
"He also expresses his disdain for a rumoured Muggle Protection Act , which he -LRB- rightly -RRB- assumes Arthur is behind .","['He', 'Act', 'he', 'Arthur']","['He:expresses', 'Act:expresses', 'he:assumes', 'Arthur:is']",['disdain'],['disdain:expresses'],-0.4767,"[(('expresses', 'VBZ'), 'nsubj', ('He', 'PRP')), (('expresses', 'VBZ'), 'advmod', ('also', 'RB')), (('expresses', 'VBZ'), 'dobj', ('disdain', 'NN')), (('disdain', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('expresses', 'VBZ'), 'nmod', ('Act', 'NNP')), (('Act', 'NNP'), 'case', ('for', 'IN')), (('Act', 'NNP'), 'det', ('a', 'DT')), (('Act', 'NNP'), 'amod', ('rumoured', 'VBN')), (('Act', 'NNP'), 'compound', ('Muggle', 'NNP')), (('Act', 'NNP'), 'compound', ('Protection', 'NNP')), (('Act', 'NNP'), 'acl:relcl', ('assumes', 'VBZ')), (('assumes', 'VBZ'), 'dobj', ('which', 'WDT')), (('assumes', 'VBZ'), 'nsubj', ('he', 'PRP')), (('he', 'PRP'), 'appos', ('rightly', 'NNP')), (('assumes', 'VBZ'), 'ccomp', ('is', 'VBZ')), (('is', 'VBZ'), 'nsubj', ('Arthur', 'NNP')), (('is', 'VBZ'), 'advmod', ('behind', 'RB'))]"
"Harry leaves the shop to be found by Rubeus and taken back to Diagon Alley to reunite with the Weasleys and Hermione , who is also there with her parents .","['Harry', 'Rubeus', 'Alley', 'Weasleys', 'Hermione']","['Harry:leaves', 'Rubeus:found', 'Alley:taken', 'Weasleys:reunite', 'Hermione:reunite']",['shop'],['shop:leaves'],0.0,"[(('leaves', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('leaves', 'VBZ'), 'dobj', ('shop', 'NN')), (('shop', 'NN'), 'det', ('the', 'DT')), (('shop', 'NN'), 'acl', ('found', 'VBN')), (('found', 'VBN'), 'mark', ('to', 'TO')), (('found', 'VBN'), 'auxpass', ('be', 'VB')), (('found', 'VBN'), 'nmod', ('Rubeus', 'NNP')), (('Rubeus', 'NNP'), 'case', ('by', 'IN')), (('found', 'VBN'), 'cc', ('and', 'CC')), (('found', 'VBN'), 'conj', ('taken', 'VBN')), (('taken', 'VBN'), 'advmod', ('back', 'RB')), (('taken', 'VBN'), 'nmod', ('Alley', 'NNP')), (('Alley', 'NNP'), 'case', ('to', 'TO')), (('Alley', 'NNP'), 'compound', ('Diagon', 'NNP')), (('taken', 'VBN'), 'xcomp', ('reunite', 'VB')), (('reunite', 'VB'), 'mark', ('to', 'TO')), (('reunite', 'VB'), 'nmod', ('Weasleys', 'NNP')), (('Weasleys', 'NNP'), 'case', ('with', 'IN')), (('Weasleys', 'NNP'), 'det', ('the', 'DT')), (('Weasleys', 'NNP'), 'cc', ('and', 'CC')), (('Weasleys', 'NNP'), 'conj', ('Hermione', 'NNP')), (('taken', 'VBN'), 'ccomp', ('parents', 'NNS')), (('parents', 'NNS'), 'nsubj', ('who', 'WP')), (('parents', 'NNS'), 'cop', ('is', 'VBZ')), (('parents', 'NNS'), 'advmod', ('also', 'RB')), (('parents', 'NNS'), 'advmod', ('there', 'RB')), (('parents', 'NNS'), 'case', ('with', 'IN')), (('parents', 'NNS'), 'nmod:poss', ('her', 'PRP$'))]"
"In Flourish and Blotts , he and George , Arthur , Ronald , Molly and Fred meet the famous wizard/author Gilderoy , who announces that he will be taking over as Hogwarts ' new Defence Against the Dark Arts teacher .","['Flourish', 'Blotts', 'he', 'George', 'he', 'George', 'Defence', 'teacher']","['Flourish:meet', 'Blotts:meet', 'he:meet', 'George:meet', 'he:taking', 'George:taking', 'Defence:taking', 'teacher:Defence']",['Gilderoy'],['Gilderoy:meet'],0.1027,"[(('meet', 'VBP'), 'nmod', ('Flourish', 'NNP')), (('Flourish', 'NNP'), 'case', ('In', 'IN')), (('Flourish', 'NNP'), 'cc', ('and', 'CC')), (('Flourish', 'NNP'), 'conj', ('Blotts', 'NNP')), (('meet', 'VBP'), 'nsubj', ('he', 'PRP')), (('he', 'PRP'), 'cc', ('and', 'CC')), (('he', 'PRP'), 'conj', ('George', 'NNP')), (('George', 'NNP'), 'conj', ('Arthur', 'NNP')), (('George', 'NNP'), 'conj', ('Ronald', 'NNP')), (('George', 'NNP'), 'conj', ('Molly', 'NNP')), (('George', 'NNP'), 'cc', ('and', 'CC')), (('George', 'NNP'), 'conj', ('Fred', 'NNP')), (('meet', 'VBP'), 'dobj', ('Gilderoy', 'NN')), (('Gilderoy', 'NN'), 'det', ('the', 'DT')), (('Gilderoy', 'NN'), 'amod', ('famous', 'JJ')), (('Gilderoy', 'NN'), 'compound', ('wizard/author', 'NN')), (('Gilderoy', 'NN'), 'acl:relcl', ('announces', 'VBZ')), (('announces', 'VBZ'), 'nsubj', ('who', 'WP')), (('announces', 'VBZ'), 'ccomp', ('taking', 'VBG')), (('taking', 'VBG'), 'mark', ('that', 'IN')), (('taking', 'VBG'), 'nsubj', ('he', 'PRP')), (('taking', 'VBG'), 'aux', ('will', 'MD')), (('taking', 'VBG'), 'aux', ('be', 'VB')), (('taking', 'VBG'), 'compound:prt', ('over', 'RP')), (('taking', 'VBG'), 'nmod', ('Defence', 'NN')), (('Defence', 'NN'), 'case', ('as', 'IN')), (('Defence', 'NN'), 'nmod:poss', ('Hogwarts', 'NNP')), (('Hogwarts', 'NNP'), 'case', (""'"", 'POS')), (('Defence', 'NN'), 'amod', ('new', 'JJ')), (('Defence', 'NN'), 'nmod', ('teacher', 'NN')), (('teacher', 'NN'), 'case', ('Against', 'IN')), (('teacher', 'NN'), 'det', ('the', 'DT')), (('teacher', 'NN'), 'amod', ('Dark', 'JJ')), (('teacher', 'NN'), 'compound', ('Arts', 'NNP'))]"
He then forces Harry to have Harry 's picture taken with him for the main page of the '' Daily Prophet '' .,"['He', 'him', 'page', 'Daily']","['He:forces', 'him:taken', 'page:him', 'Daily:page']","['Harry', 'picture']","['Harry:forces', 'picture:taken']",0.0,"[(('forces', 'VBZ'), 'nsubj', ('He', 'PRP')), (('forces', 'VBZ'), 'advmod', ('then', 'RB')), (('forces', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('forces', 'VBZ'), 'xcomp', ('taken', 'VBN')), (('taken', 'VBN'), 'mark', ('to', 'TO')), (('taken', 'VBN'), 'aux', ('have', 'VB')), (('taken', 'VBN'), 'dobj', ('picture', 'NN')), (('picture', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('taken', 'VBN'), 'nmod', ('him', 'PRP')), (('him', 'PRP'), 'case', ('with', 'IN')), (('him', 'PRP'), 'nmod', ('page', 'NN')), (('page', 'NN'), 'case', ('for', 'IN')), (('page', 'NN'), 'det', ('the', 'DT')), (('page', 'NN'), 'amod', ('main', 'JJ')), (('page', 'NN'), 'nmod', ('Daily', 'NNP')), (('Daily', 'NNP'), 'case', ('of', 'IN')), (('Daily', 'NNP'), 'compound', ('the', 'NNP')), (('taken', 'VBN'), 'advmod', ('Prophet', 'RB'))]"
They also meet Lucius and Draco there .,"['They', 'Lucius', 'Draco']","['They:meet', 'Lucius:there', 'Draco:there']",[],[],0.0,"[(('meet', 'VBP'), 'nsubj', ('They', 'PRP')), (('meet', 'VBP'), 'advmod', ('also', 'RB')), (('meet', 'VBP'), 'xcomp', ('there', 'EX')), (('there', 'EX'), 'nsubj', ('Lucius', 'NNP')), (('Lucius', 'NNP'), 'cc', ('and', 'CC')), (('Lucius', 'NNP'), 'conj', ('Draco', 'NNP'))]"
The elder Draco continuously taunts and insults Arthur and Arthur 's family and eventually Arthur lunges at Arthur .,"['Draco', 'Arthur', 'Arthur', 'Arthur', 'Arthur']","['Draco:taunts', 'Arthur:lunges', 'Arthur:lunges', 'Arthur:lunges', 'Arthur:lunges']",['family'],['family:taunts'],-0.4215,"[(('taunts', 'VBZ'), 'nsubj', ('Draco', 'NNP')), (('Draco', 'NNP'), 'det', ('The', 'DT')), (('Draco', 'NNP'), 'compound', ('elder', 'NNP')), (('taunts', 'VBZ'), 'advmod', ('continuously', 'RB')), (('taunts', 'VBZ'), 'cc', ('and', 'CC')), (('taunts', 'VBZ'), 'conj', ('insults', 'VBZ')), (('taunts', 'VBZ'), 'dobj', ('family', 'NN')), (('family', 'NN'), 'nmod:poss', ('Arthur', 'NNP')), (('Arthur', 'NNP'), 'cc', ('and', 'CC')), (('Arthur', 'NNP'), 'conj', ('Arthur', 'NNP')), (('Arthur', 'NNP'), 'case', (""'s"", 'POS')), (('taunts', 'VBZ'), 'cc', ('and', 'CC')), (('taunts', 'VBZ'), 'conj', ('lunges', 'VBZ')), (('lunges', 'VBZ'), 'advmod', ('eventually', 'RB')), (('lunges', 'VBZ'), 'nsubj', ('Arthur', 'NNP')), (('lunges', 'VBZ'), 'nmod', ('Arthur', 'NNP')), (('Arthur', 'NNP'), 'case', ('at', 'IN'))]"
"During the fight , Draco grabs one of the Weasleys ' second-hand books and after Rubeus breaks it up subsequently throws it back at Ginevra in contempt .","['fight', 'Draco', 'books', 'Rubeus', 'Ginevra', 'contempt']","['fight:grabs', 'Draco:grabs', 'books:one', 'Rubeus:breaks', 'Ginevra:throws', 'contempt:Ginevra']","['it', 'it']","['it:breaks', 'it:throws']",-0.7506,"[(('grabs', 'VBZ'), 'nmod', ('fight', 'NN')), (('fight', 'NN'), 'case', ('During', 'IN')), (('fight', 'NN'), 'det', ('the', 'DT')), (('grabs', 'VBZ'), 'nsubj', ('Draco', 'NNP')), (('grabs', 'VBZ'), 'dobj', ('one', 'CD')), (('one', 'CD'), 'nmod', ('books', 'NNS')), (('books', 'NNS'), 'case', ('of', 'IN')), (('books', 'NNS'), 'nmod:poss', ('Weasleys', 'NNPS')), (('Weasleys', 'NNPS'), 'det', ('the', 'DT')), (('Weasleys', 'NNPS'), 'case', (""'"", 'POS')), (('books', 'NNS'), 'amod', ('second-hand', 'JJ')), (('grabs', 'VBZ'), 'cc', ('and', 'CC')), (('grabs', 'VBZ'), 'conj', ('throws', 'VBZ')), (('throws', 'VBZ'), 'advcl', ('breaks', 'VBZ')), (('breaks', 'VBZ'), 'mark', ('after', 'IN')), (('breaks', 'VBZ'), 'nsubj', ('Rubeus', 'NNP')), (('breaks', 'VBZ'), 'dobj', ('it', 'PRP')), (('breaks', 'VBZ'), 'compound:prt', ('up', 'RP')), (('throws', 'VBZ'), 'advmod', ('subsequently', 'RB')), (('throws', 'VBZ'), 'dobj', ('it', 'PRP')), (('throws', 'VBZ'), 'compound:prt', ('back', 'RP')), (('throws', 'VBZ'), 'nmod', ('Ginevra', 'NNP')), (('Ginevra', 'NNP'), 'case', ('at', 'IN')), (('Ginevra', 'NNP'), 'nmod', ('contempt', 'NN')), (('contempt', 'NN'), 'case', ('in', 'IN'))]"
"It is time to return to Hogwarts and Harry and George , Arthur , Ronald , Molly and Fred arrives at King 's Cross Station on Flying , after several delays -LRB- Fred and George forgetting their broomsticks , and Ginevra forgetting her diary . -RRB-","['It', 'Hogwarts', 'Harry', 'George', 'Station', 'Flying', 'delays', 'Ginevra']","['It:time', 'Hogwarts:return', 'Harry:arrives', 'George:arrives', 'Station:arrives', 'Flying:Station', 'delays:arrives', 'Ginevra:arrives']","['broomsticks', 'diary']","['broomsticks:forgetting', 'diary:forgetting']",0.0,"[(('time', 'NN'), 'nsubj', ('It', 'PRP')), (('time', 'NN'), 'cop', ('is', 'VBZ')), (('time', 'NN'), 'acl', ('return', 'VB')), (('return', 'VB'), 'mark', ('to', 'TO')), (('return', 'VB'), 'nmod', ('Hogwarts', 'NNP')), (('Hogwarts', 'NNP'), 'case', ('to', 'TO')), (('time', 'NN'), 'cc', ('and', 'CC')), (('time', 'NN'), 'conj', ('arrives', 'VBZ')), (('arrives', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('George', 'NNP')), (('George', 'NNP'), 'conj', ('Arthur', 'NNP')), (('George', 'NNP'), 'conj', ('Ronald', 'NNP')), (('George', 'NNP'), 'conj', ('Molly', 'NNP')), (('George', 'NNP'), 'cc', ('and', 'CC')), (('George', 'NNP'), 'conj', ('Fred', 'NNP')), (('arrives', 'VBZ'), 'nmod', ('Station', 'NNP')), (('Station', 'NNP'), 'case', ('at', 'IN')), (('Station', 'NNP'), 'nmod:poss', ('King', 'NNP')), (('King', 'NNP'), 'case', (""'s"", 'POS')), (('Station', 'NNP'), 'compound', ('Cross', 'NNP')), (('Station', 'NNP'), 'nmod', ('Flying', 'NNP')), (('Flying', 'NNP'), 'case', ('on', 'IN')), (('arrives', 'VBZ'), 'nmod', ('delays', 'NNS')), (('delays', 'NNS'), 'case', ('after', 'IN')), (('delays', 'NNS'), 'amod', ('several', 'JJ')), (('delays', 'NNS'), 'dep', ('Fred', 'NNP')), (('Fred', 'NNP'), 'cc', ('and', 'CC')), (('Fred', 'NNP'), 'conj', ('George', 'NNP')), (('Fred', 'NNP'), 'acl', ('forgetting', 'VBG')), (('forgetting', 'VBG'), 'dobj', ('broomsticks', 'NNS')), (('broomsticks', 'NNS'), 'nmod:poss', ('their', 'PRP$')), (('delays', 'NNS'), 'cc', ('and', 'CC')), (('delays', 'NNS'), 'conj', ('Ginevra', 'NNP')), (('Ginevra', 'NNP'), 'acl', ('forgetting', 'VBG')), (('forgetting', 'VBG'), 'dobj', ('diary', 'NN')), (('diary', 'NN'), 'nmod:poss', ('her', 'PRP$'))]"
"On the way to Hogwarts , when Harry and Ronald try to go through the barrier to Platform Nine and Three-Quarters after everyone else went through , the barrier is mysteriously sealed against Harry and Ronald .","['way', 'Hogwarts', 'Harry', 'Ronald', 'Ronald', 'barrier', 'Nine', 'Three-Quarters', 'everyone', 'Harry', 'Ronald', 'Ronald']","['way:sealed', 'Hogwarts:way', 'Harry:try', 'Ronald:try', 'Ronald:try', 'barrier:go', 'Nine:barrier', 'Three-Quarters:barrier', 'everyone:went', 'Harry:sealed', 'Ronald:sealed', 'Ronald:sealed']",['barrier'],['barrier:sealed'],-0.25,"[(('sealed', 'VBN'), 'nmod', ('way', 'NN')), (('way', 'NN'), 'case', ('On', 'IN')), (('way', 'NN'), 'det', ('the', 'DT')), (('way', 'NN'), 'nmod', ('Hogwarts', 'NNP')), (('Hogwarts', 'NNP'), 'case', ('to', 'TO')), (('sealed', 'VBN'), 'advcl', ('try', 'VBP')), (('try', 'VBP'), 'advmod', ('when', 'WRB')), (('try', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('try', 'VBP'), 'xcomp', ('go', 'VB')), (('go', 'VB'), 'mark', ('to', 'TO')), (('go', 'VB'), 'nmod', ('barrier', 'NN')), (('barrier', 'NN'), 'case', ('through', 'IN')), (('barrier', 'NN'), 'det', ('the', 'DT')), (('barrier', 'NN'), 'nmod', ('Nine', 'NNP')), (('Nine', 'NNP'), 'case', ('to', 'TO')), (('Nine', 'NNP'), 'compound', ('Platform', 'NNP')), (('Nine', 'NNP'), 'cc', ('and', 'CC')), (('Nine', 'NNP'), 'conj', ('Three-Quarters', 'NNP')), (('go', 'VB'), 'advcl', ('went', 'VBD')), (('went', 'VBD'), 'mark', ('after', 'IN')), (('went', 'VBD'), 'nsubj', ('everyone', 'NN')), (('everyone', 'NN'), 'advmod', ('else', 'RB')), (('went', 'VBD'), 'compound:prt', ('through', 'RP')), (('sealed', 'VBN'), 'nsubjpass', ('barrier', 'NN')), (('barrier', 'NN'), 'det', ('the', 'DT')), (('sealed', 'VBN'), 'auxpass', ('is', 'VBZ')), (('sealed', 'VBN'), 'advmod', ('mysteriously', 'RB')), (('sealed', 'VBN'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('against', 'IN')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP'))]"
"Having missed the train , Harry and Ronald thus decide to fly Arthur 's flying Flying to Hogwarts .","['Harry', 'Ronald', 'Arthur', 'Hogwarts']","['Harry:decide', 'Ronald:decide', 'Arthur:flying', 'Hogwarts:flying']","['train', 'Flying']","['train:missed', 'Flying:flying']",-0.296,"[(('decide', 'VBP'), 'advcl', ('missed', 'VBN')), (('missed', 'VBN'), 'aux', ('Having', 'VBG')), (('missed', 'VBN'), 'dobj', ('train', 'NN')), (('train', 'NN'), 'det', ('the', 'DT')), (('decide', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('decide', 'VBP'), 'advmod', ('thus', 'RB')), (('decide', 'VBP'), 'xcomp', ('fly', 'VB')), (('fly', 'VB'), 'mark', ('to', 'TO')), (('fly', 'VB'), 'dep', ('flying', 'VBG')), (('flying', 'VBG'), 'nsubj', ('Arthur', 'NNP')), (('Arthur', 'NNP'), 'case', (""'s"", 'POS')), (('flying', 'VBG'), 'dobj', ('Flying', 'NNP')), (('flying', 'VBG'), 'nmod', ('Hogwarts', 'NNP')), (('Hogwarts', 'NNP'), 'case', ('to', 'TO'))]"
"Harry and Ronald end up getting spotted by many Muggles and crash into the Whomping Willow , the impact breaking Ronald 's wand .","['Harry', 'Ronald', 'Muggles', 'Willow']","['Harry:end', 'Ronald:end', 'Muggles:spotted', 'Willow:crash']",['wand'],['wand:breaking'],-0.4019,"[(('end', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('end', 'VBP'), 'compound:prt', ('up', 'RP')), (('end', 'VBP'), 'dep', ('getting', 'VBG')), (('getting', 'VBG'), 'dep', ('spotted', 'VBN')), (('spotted', 'VBN'), 'nmod', ('Muggles', 'NNS')), (('Muggles', 'NNS'), 'case', ('by', 'IN')), (('Muggles', 'NNS'), 'amod', ('many', 'JJ')), (('getting', 'VBG'), 'cc', ('and', 'CC')), (('getting', 'VBG'), 'conj', ('crash', 'JJ')), (('crash', 'JJ'), 'nmod', ('Willow', 'NNP')), (('Willow', 'NNP'), 'case', ('into', 'IN')), (('Willow', 'NNP'), 'det', ('the', 'DT')), (('Willow', 'NNP'), 'compound', ('Whomping', 'NNP')), (('Willow', 'NNP'), 'appos', ('impact', 'NN')), (('impact', 'NN'), 'det', ('the', 'DT')), (('impact', 'NN'), 'acl', ('breaking', 'VBG')), (('breaking', 'VBG'), 'dobj', ('wand', 'NN')), (('wand', 'NN'), 'nmod:poss', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'case', (""'s"", 'POS'))]"
The giant tree starts pounding the car .,['tree'],['tree:starts'],['car'],['car:starts'],0.0,"[(('starts', 'VBZ'), 'nsubj', ('tree', 'NN')), (('tree', 'NN'), 'det', ('The', 'DT')), (('tree', 'NN'), 'amod', ('giant', 'JJ')), (('starts', 'VBZ'), 'dobj', ('car', 'NN')), (('car', 'NN'), 'amod', ('pounding', 'VBG')), (('car', 'NN'), 'det', ('the', 'DT'))]"
"The battered car manages to escape , ejecting Harry , Ronald , and their luggage , before quickly driving off into the Forbidden Forest .","['car', 'Forest']","['car:manages', 'Forest:driving']","['Ronald', 'luggage']","['Ronald:ejecting', 'luggage:ejecting']",-0.2732,"[(('manages', 'VBZ'), 'nsubj', ('car', 'NN')), (('car', 'NN'), 'det', ('The', 'DT')), (('car', 'NN'), 'amod', ('battered', 'JJ')), (('manages', 'VBZ'), 'xcomp', ('escape', 'VB')), (('escape', 'VB'), 'mark', ('to', 'TO')), (('manages', 'VBZ'), 'xcomp', ('ejecting', 'VBG')), (('ejecting', 'VBG'), 'dobj', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'compound', ('Harry', 'NNP')), (('Ronald', 'NNP'), 'cc', ('and', 'CC')), (('Ronald', 'NNP'), 'conj', ('luggage', 'NN')), (('luggage', 'NN'), 'nmod:poss', ('their', 'PRP$')), (('ejecting', 'VBG'), 'advcl', ('driving', 'VBG')), (('driving', 'VBG'), 'mark', ('before', 'IN')), (('driving', 'VBG'), 'advmod', ('quickly', 'RB')), (('driving', 'VBG'), 'compound:prt', ('off', 'RP')), (('driving', 'VBG'), 'nmod', ('Forest', 'NNP')), (('Forest', 'NNP'), 'case', ('into', 'IN')), (('Forest', 'NNP'), 'det', ('the', 'DT')), (('Forest', 'NNP'), 'compound', ('Forbidden', 'NNP'))]"
"After they make it to the castle , Severus catches the boys and attempts to have them expelled for being sighted and breaking wizard law to get to the castle .","['they', 'castle', 'Severus', 'them', 'castle']","['they:make', 'castle:make', 'Severus:catches', 'them:expelled', 'castle:get']","['it', 'boys', 'attempts', 'law']","['it:make', 'boys:catches', 'attempts:catches', 'law:breaking']",-0.25,"[(('catches', 'VBZ'), 'advcl', ('make', 'VBP')), (('make', 'VBP'), 'mark', ('After', 'IN')), (('make', 'VBP'), 'nsubj', ('they', 'PRP')), (('make', 'VBP'), 'dobj', ('it', 'PRP')), (('make', 'VBP'), 'nmod', ('castle', 'NN')), (('castle', 'NN'), 'case', ('to', 'TO')), (('castle', 'NN'), 'det', ('the', 'DT')), (('catches', 'VBZ'), 'nsubj', ('Severus', 'NNP')), (('catches', 'VBZ'), 'dobj', ('boys', 'NNS')), (('boys', 'NNS'), 'det', ('the', 'DT')), (('boys', 'NNS'), 'cc', ('and', 'CC')), (('boys', 'NNS'), 'conj', ('attempts', 'NNS')), (('catches', 'VBZ'), 'xcomp', ('have', 'VB')), (('have', 'VB'), 'mark', ('to', 'TO')), (('have', 'VB'), 'ccomp', ('expelled', 'VBN')), (('expelled', 'VBN'), 'nsubj', ('them', 'PRP')), (('expelled', 'VBN'), 'advcl', ('sighted', 'VBN')), (('sighted', 'VBN'), 'mark', ('for', 'IN')), (('sighted', 'VBN'), 'auxpass', ('being', 'VBG')), (('sighted', 'VBN'), 'cc', ('and', 'CC')), (('sighted', 'VBN'), 'conj', ('breaking', 'VBG')), (('breaking', 'VBG'), 'dobj', ('law', 'NN')), (('law', 'NN'), 'amod', ('wizard', 'JJ')), (('breaking', 'VBG'), 'advcl', ('get', 'VB')), (('get', 'VB'), 'mark', ('to', 'TO')), (('get', 'VB'), 'nmod', ('castle', 'NN')), (('castle', 'NN'), 'case', ('to', 'TO')), (('castle', 'NN'), 'det', ('the', 'DT'))]"
"Albus however , says Severus will send a letter to Harry and Ronald 's families .","['Severus', 'families']","['Severus:send', 'families:send']",['letter'],['letter:send'],0.0,"[(('says', 'VBZ'), 'advmod', ('Albus', 'RB')), (('says', 'VBZ'), 'advmod', ('however', 'RB')), (('says', 'VBZ'), 'ccomp', ('send', 'VB')), (('send', 'VB'), 'nsubj', ('Severus', 'NNP')), (('send', 'VB'), 'aux', ('will', 'MD')), (('send', 'VB'), 'dobj', ('letter', 'NN')), (('letter', 'NN'), 'det', ('a', 'DT')), (('send', 'VB'), 'nmod', ('families', 'NNS')), (('families', 'NNS'), 'case', ('to', 'TO')), (('families', 'NNS'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS'))]"
"Still , Minerva gives a warning and separate detentions to both boys .","['Minerva', 'boys']","['Minerva:gives', 'boys:gives']","['warning', 'detentions']","['warning:gives', 'detentions:gives']",-0.34,"[(('gives', 'VBZ'), 'advmod', ('Still', 'RB')), (('gives', 'VBZ'), 'nsubj', ('Minerva', 'NNP')), (('gives', 'VBZ'), 'dobj', ('warning', 'NN')), (('warning', 'NN'), 'det', ('a', 'DT')), (('warning', 'NN'), 'cc', ('and', 'CC')), (('warning', 'NN'), 'conj', ('detentions', 'NNS')), (('detentions', 'NNS'), 'amod', ('separate', 'JJ')), (('gives', 'VBZ'), 'nmod', ('boys', 'NNS')), (('boys', 'NNS'), 'case', ('to', 'TO')), (('boys', 'NNS'), 'det', ('both', 'DT'))]"
