Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
Harry is also confused and asks why Harry would go looking for somebody who wanted to kill Harry .,"['Harry', 'somebody']","['Harry:go', 'somebody:looking']","['Harry', 'Harry']","['Harry:confused', 'Harry:kill']",-0.7906,"[(('confused', 'VBN'), 'nsubjpass', ('Harry', 'NNP')), (('confused', 'VBN'), 'auxpass', ('is', 'VBZ')), (('confused', 'VBN'), 'advmod', ('also', 'RB')), (('confused', 'VBN'), 'cc', ('and', 'CC')), (('confused', 'VBN'), 'conj', ('asks', 'VBZ')), (('asks', 'VBZ'), 'ccomp', ('go', 'VB')), (('go', 'VB'), 'advmod', ('why', 'WRB')), (('go', 'VB'), 'nsubj', ('Harry', 'NNP')), (('go', 'VB'), 'aux', ('would', 'MD')), (('go', 'VB'), 'xcomp', ('looking', 'VBG')), (('looking', 'VBG'), 'nmod', ('somebody', 'NN')), (('somebody', 'NN'), 'case', ('for', 'IN')), (('somebody', 'NN'), 'acl:relcl', ('wanted', 'VBD')), (('wanted', 'VBD'), 'nsubj', ('who', 'WP')), (('wanted', 'VBD'), 'xcomp', ('kill', 'VB')), (('kill', 'VB'), 'mark', ('to', 'TO')), (('kill', 'VB'), 'dobj', ('Harry', 'NNP'))]"
"On the train , Harry , Ronald and Hermione share a compartment with Remus , the new Defence Against the Dark Arts teacher .","['train', 'Harry', 'Ronald', 'Hermione', 'Remus', 'teacher']","['train:share', 'Harry:share', 'Ronald:share', 'Hermione:share', 'Remus:share', 'teacher:Defence']",['compartment'],['compartment:share'],0.3818,"[(('share', 'VBP'), 'nmod', ('train', 'NN')), (('train', 'NN'), 'case', ('On', 'IN')), (('train', 'NN'), 'det', ('the', 'DT')), (('share', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('share', 'VBP'), 'dobj', ('compartment', 'NN')), (('compartment', 'NN'), 'det', ('a', 'DT')), (('share', 'VBP'), 'nmod', ('Remus', 'NNP')), (('Remus', 'NNP'), 'case', ('with', 'IN')), (('Remus', 'NNP'), 'appos', ('Defence', 'NN')), (('Defence', 'NN'), 'det', ('the', 'DT')), (('Defence', 'NN'), 'amod', ('new', 'JJ')), (('Defence', 'NN'), 'nmod', ('teacher', 'NN')), (('teacher', 'NN'), 'case', ('Against', 'IN')), (('teacher', 'NN'), 'det', ('the', 'DT')), (('teacher', 'NN'), 'amod', ('Dark', 'JJ')), (('teacher', 'NN'), 'compound', ('Arts', 'NNP'))]"
"After several hours , the train stops and a sinister , cloaked figure enters .","['hours', 'stops', 'figure']","['hours:enters', 'stops:enters', 'figure:enters']",[],[],-0.6705,"[(('enters', 'VBZ'), 'nmod', ('hours', 'NNS')), (('hours', 'NNS'), 'case', ('After', 'IN')), (('hours', 'NNS'), 'amod', ('several', 'JJ')), (('enters', 'VBZ'), 'nsubj', ('stops', 'NNS')), (('stops', 'NNS'), 'det', ('the', 'DT')), (('stops', 'NNS'), 'compound', ('train', 'NN')), (('stops', 'NNS'), 'cc', ('and', 'CC')), (('stops', 'NNS'), 'conj', ('figure', 'NN')), (('figure', 'NN'), 'det', ('a', 'DT')), (('figure', 'NN'), 'amod', ('sinister', 'JJ')), (('figure', 'NN'), 'amod', ('cloaked', 'JJ'))]"
"It sucks the happiness out of Harry , who faints .","['It', 'Harry']","['It:sucks', 'Harry:sucks']",['happiness'],['happiness:sucks'],0.2732,"[(('sucks', 'VBZ'), 'nsubj', ('It', 'PRP')), (('sucks', 'VBZ'), 'dobj', ('happiness', 'NN')), (('happiness', 'NN'), 'det', ('the', 'DT')), (('sucks', 'VBZ'), 'compound:prt', ('out', 'RP')), (('sucks', 'VBZ'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('of', 'IN')), (('Harry', 'NNP'), 'acl:relcl', ('faints', 'VBZ')), (('faints', 'VBZ'), 'nsubj', ('who', 'WP'))]"
"The creature then approaches Harry , possibly to kiss him , until Remus drives it off with a spell .","['creature', 'Remus', 'spell']","['creature:approaches', 'Remus:drives', 'spell:drives']","['Harry', 'him', 'it']","['Harry:approaches', 'him:kiss', 'it:drives']",0.4215,"[(('approaches', 'VBZ'), 'nsubj', ('creature', 'NN')), (('creature', 'NN'), 'det', ('The', 'DT')), (('approaches', 'VBZ'), 'advmod', ('then', 'RB')), (('approaches', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('approaches', 'VBZ'), 'advcl', ('kiss', 'VB')), (('kiss', 'VB'), 'advmod', ('possibly', 'RB')), (('kiss', 'VB'), 'mark', ('to', 'TO')), (('kiss', 'VB'), 'dobj', ('him', 'PRP')), (('kiss', 'VB'), 'advcl', ('drives', 'VBZ')), (('drives', 'VBZ'), 'mark', ('until', 'IN')), (('drives', 'VBZ'), 'nsubj', ('Remus', 'NNP')), (('drives', 'VBZ'), 'dobj', ('it', 'PRP')), (('drives', 'VBZ'), 'compound:prt', ('off', 'RP')), (('drives', 'VBZ'), 'nmod', ('spell', 'NN')), (('spell', 'NN'), 'case', ('with', 'IN')), (('spell', 'NN'), 'det', ('a', 'DT'))]"
"After Harry recovers , Remus hands Harry and the others some chocolate and explains that the creature was a Dementor , one of the Azkaban Guards , and that they were searching the train for Sirius .","['recovers', 'Remus', 'creature', 'they', 'Sirius']","['recovers:hands', 'Remus:hands', 'creature:Dementor', 'they:searching', 'Sirius:train']","['Harry', 'others', 'train']","['Harry:hands', 'others:hands', 'train:searching']",0.0,"[(('hands', 'VBZ'), 'nmod', ('recovers', 'NNS')), (('recovers', 'NNS'), 'case', ('After', 'IN')), (('recovers', 'NNS'), 'compound', ('Harry', 'NNP')), (('hands', 'VBZ'), 'nsubj', ('Remus', 'NNP')), (('hands', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('others', 'NNS')), (('others', 'NNS'), 'det', ('the', 'DT')), (('others', 'NNS'), 'dep', ('chocolate', 'NN')), (('chocolate', 'NN'), 'det', ('some', 'DT')), (('hands', 'VBZ'), 'cc', ('and', 'CC')), (('hands', 'VBZ'), 'conj', ('explains', 'VBZ')), (('explains', 'VBZ'), 'ccomp', ('Dementor', 'NN')), (('Dementor', 'NN'), 'mark', ('that', 'IN')), (('Dementor', 'NN'), 'nsubj', ('creature', 'NN')), (('creature', 'NN'), 'det', ('the', 'DT')), (('Dementor', 'NN'), 'cop', ('was', 'VBD')), (('Dementor', 'NN'), 'det', ('a', 'DT')), (('Dementor', 'NN'), 'appos', ('one', 'CD')), (('one', 'CD'), 'nmod', ('Guards', 'NNPS')), (('Guards', 'NNPS'), 'case', ('of', 'IN')), (('Guards', 'NNPS'), 'det', ('the', 'DT')), (('Guards', 'NNPS'), 'compound', ('Azkaban', 'NNP')), (('Dementor', 'NN'), 'cc', ('and', 'CC')), (('Dementor', 'NN'), 'conj', ('searching', 'VBG')), (('searching', 'VBG'), 'mark', ('that', 'IN')), (('searching', 'VBG'), 'nsubj', ('they', 'PRP')), (('searching', 'VBG'), 'aux', ('were', 'VBD')), (('searching', 'VBG'), 'dobj', ('train', 'NN')), (('train', 'NN'), 'det', ('the', 'DT')), (('train', 'NN'), 'nmod', ('Sirius', 'NNP')), (('Sirius', 'NNP'), 'case', ('for', 'IN'))]"
"At Hogwarts , Draco taunts Harry over Harry 's reaction to the Dementor .","['Hogwarts', 'Draco', 'reaction', 'Dementor']","['Hogwarts:taunts', 'Draco:taunts', 'reaction:Harry', 'Dementor:taunts']",['Harry'],['Harry:taunts'],0.0,"[(('taunts', 'VBZ'), 'nmod', ('Hogwarts', 'NNP')), (('Hogwarts', 'NNP'), 'case', ('At', 'IN')), (('taunts', 'VBZ'), 'nsubj', ('Draco', 'NNP')), (('taunts', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'nmod', ('reaction', 'NN')), (('reaction', 'NN'), 'case', ('over', 'IN')), (('reaction', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('taunts', 'VBZ'), 'nmod', ('Dementor', 'NNP')), (('Dementor', 'NNP'), 'case', ('to', 'TO')), (('Dementor', 'NNP'), 'det', ('the', 'DT'))]"
"After getting inside , Minerva calls Harry and Hermione to Minerva 's and takes Harry and Hermione to Minerva 's office .","['Minerva', 'Minerva', 'office']","['Minerva:calls', 'Minerva:calls', 'office:takes']","['Harry', 'Hermione', 'Hermione', 'Harry', 'Hermione', 'Hermione']","['Harry:calls', 'Hermione:calls', 'Hermione:calls', 'Harry:takes', 'Hermione:takes', 'Hermione:takes']",0.0,"[(('calls', 'VBZ'), 'advcl', ('getting', 'VBG')), (('getting', 'VBG'), 'mark', ('After', 'IN')), (('getting', 'VBG'), 'advmod', ('inside', 'RB')), (('calls', 'VBZ'), 'nsubj', ('Minerva', 'NNP')), (('calls', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('calls', 'VBZ'), 'nmod', ('Minerva', 'NNP')), (('Minerva', 'NNP'), 'case', ('to', 'TO')), (('Minerva', 'NNP'), 'case', (""'s"", 'POS')), (('calls', 'VBZ'), 'cc', ('and', 'CC')), (('calls', 'VBZ'), 'conj', ('takes', 'VBZ')), (('takes', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('takes', 'VBZ'), 'nmod', ('office', 'NN')), (('office', 'NN'), 'case', ('to', 'TO')), (('office', 'NN'), 'nmod:poss', ('Minerva', 'NNP')), (('Minerva', 'NNP'), 'case', (""'s"", 'POS'))]"
"Once there , Minerva reveals that Remus had informed Minerva 's by Owl Post of Harry 's adverse reaction to the Dementor and wants Harry looked at by Poppy to see if Harry 's ill .","['Minerva', 'Remus', 'Post', 'reaction', 'Dementor', 'Harry', 'Poppy', 'Harry']","['Minerva:reveals', 'Remus:informed', 'Post:informed', 'reaction:Post', 'Dementor:informed', 'Harry:looked', 'Poppy:looked', 'Harry:ill']",[],[],-0.6486,"[(('reveals', 'VBZ'), 'advmod', ('there', 'RB')), (('there', 'RB'), 'advmod', ('Once', 'RB')), (('reveals', 'VBZ'), 'nsubj', ('Minerva', 'NNP')), (('reveals', 'VBZ'), 'ccomp', ('informed', 'VBN')), (('informed', 'VBN'), 'mark', ('that', 'IN')), (('informed', 'VBN'), 'nsubj', ('Remus', 'NNP')), (('informed', 'VBN'), 'aux', ('had', 'VBD')), (('informed', 'VBN'), 'xcomp', ('Minerva', 'NNP')), (('Minerva', 'NNP'), 'case', (""'s"", 'POS')), (('informed', 'VBN'), 'nmod', ('Post', 'NNP')), (('Post', 'NNP'), 'case', ('by', 'IN')), (('Post', 'NNP'), 'compound', ('Owl', 'NNP')), (('Post', 'NNP'), 'nmod', ('reaction', 'NN')), (('reaction', 'NN'), 'case', ('of', 'IN')), (('reaction', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('reaction', 'NN'), 'amod', ('adverse', 'JJ')), (('informed', 'VBN'), 'nmod', ('Dementor', 'NNP')), (('Dementor', 'NNP'), 'case', ('to', 'TO')), (('Dementor', 'NNP'), 'det', ('the', 'DT')), (('informed', 'VBN'), 'cc', ('and', 'CC')), (('informed', 'VBN'), 'conj', ('wants', 'VBZ')), (('wants', 'VBZ'), 'ccomp', ('looked', 'VBD')), (('looked', 'VBD'), 'nsubj', ('Harry', 'NNP')), (('looked', 'VBD'), 'nmod', ('Poppy', 'NNP')), (('Poppy', 'NNP'), 'case', ('at', 'IN')), (('Poppy', 'NNP'), 'case', ('by', 'IN')), (('looked', 'VBD'), 'xcomp', ('see', 'VB')), (('see', 'VB'), 'mark', ('to', 'TO')), (('see', 'VB'), 'advcl', ('ill', 'JJ')), (('ill', 'JJ'), 'mark', ('if', 'IN')), (('ill', 'JJ'), 'nsubj', ('Harry', 'NNP')), (('ill', 'JJ'), 'cop', (""'s"", 'VBZ'))]"
The matron confirms that Harry 's fine .,"['matron', 'Harry']","['matron:confirms', 'Harry:fine']",[],[],0.2023,"[(('confirms', 'VBZ'), 'nsubj', ('matron', 'NN')), (('matron', 'NN'), 'det', ('The', 'DT')), (('confirms', 'VBZ'), 'ccomp', ('fine', 'JJ')), (('fine', 'JJ'), 'mark', ('that', 'IN')), (('fine', 'JJ'), 'nsubj', ('Harry', 'NNP')), (('fine', 'JJ'), 'cop', (""'s"", 'VBZ'))]"
"After Minerva 's business with Hermione is concluded , they return to the Great Hall to find that they missed the sorting ceremony .","['Hermione', 'they', 'Hall', 'they']","['Hermione:business', 'they:return', 'Hall:return', 'they:missed']","['business', 'ceremony']","['business:concluded', 'ceremony:missed']",0.4404,"[(('return', 'VBP'), 'advcl', ('concluded', 'VBN')), (('concluded', 'VBN'), 'mark', ('After', 'IN')), (('concluded', 'VBN'), 'nsubjpass', ('business', 'NN')), (('business', 'NN'), 'nmod:poss', ('Minerva', 'NNP')), (('Minerva', 'NNP'), 'case', (""'s"", 'POS')), (('business', 'NN'), 'nmod', ('Hermione', 'NNP')), (('Hermione', 'NNP'), 'case', ('with', 'IN')), (('concluded', 'VBN'), 'auxpass', ('is', 'VBZ')), (('return', 'VBP'), 'nsubj', ('they', 'PRP')), (('return', 'VBP'), 'nmod', ('Hall', 'NNP')), (('Hall', 'NNP'), 'case', ('to', 'TO')), (('Hall', 'NNP'), 'det', ('the', 'DT')), (('Hall', 'NNP'), 'compound', ('Great', 'NNP')), (('return', 'VBP'), 'xcomp', ('find', 'VB')), (('find', 'VB'), 'mark', ('to', 'TO')), (('find', 'VB'), 'ccomp', ('missed', 'VBD')), (('missed', 'VBD'), 'mark', ('that', 'IN')), (('missed', 'VBD'), 'nsubj', ('they', 'PRP')), (('missed', 'VBD'), 'dobj', ('ceremony', 'NN')), (('ceremony', 'NN'), 'det', ('the', 'DT')), (('ceremony', 'NN'), 'amod', ('sorting', 'VBG'))]"
"Albus announces the two changes in staffing during the year : Remus , and Rubeus , who has been made the Care of Magical Creatures teacher due to the retirement of Professor Kettleburn .","['Albus', 'staffing', 'year', 'Remus', 'Rubeus', 'teacher', 'retirement', 'Kettleburn']","['Albus:announces', 'staffing:changes', 'year:announces', 'Remus:announces', 'Rubeus:announces', 'teacher:Care', 'retirement:made', 'Kettleburn:retirement']","['changes', 'Care']","['changes:announces', 'Care:made']",0.4939,"[(('announces', 'VBZ'), 'nsubj', ('Albus', 'NNS')), (('announces', 'VBZ'), 'dobj', ('changes', 'NNS')), (('changes', 'NNS'), 'det', ('the', 'DT')), (('changes', 'NNS'), 'nummod', ('two', 'CD')), (('changes', 'NNS'), 'nmod', ('staffing', 'NN')), (('staffing', 'NN'), 'case', ('in', 'IN')), (('announces', 'VBZ'), 'nmod', ('year', 'NN')), (('year', 'NN'), 'case', ('during', 'IN')), (('year', 'NN'), 'det', ('the', 'DT')), (('year', 'NN'), 'conj', ('Remus', 'NNP')), (('year', 'NN'), 'cc', ('and', 'CC')), (('year', 'NN'), 'conj', ('Rubeus', 'NNP')), (('Rubeus', 'NNP'), 'acl:relcl', ('made', 'VBN')), (('made', 'VBN'), 'nsubjpass', ('who', 'WP')), (('made', 'VBN'), 'aux', ('has', 'VBZ')), (('made', 'VBN'), 'auxpass', ('been', 'VBN')), (('made', 'VBN'), 'dobj', ('Care', 'NNP')), (('Care', 'NNP'), 'det', ('the', 'DT')), (('Care', 'NNP'), 'nmod', ('teacher', 'NN')), (('teacher', 'NN'), 'case', ('of', 'IN')), (('teacher', 'NN'), 'compound', ('Magical', 'NNP')), (('teacher', 'NN'), 'compound', ('Creatures', 'NNP')), (('made', 'VBN'), 'nmod', ('retirement', 'NN')), (('retirement', 'NN'), 'case', ('due', 'JJ')), (('due', 'JJ'), 'mwe', ('to', 'TO')), (('retirement', 'NN'), 'det', ('the', 'DT')), (('retirement', 'NN'), 'nmod', ('Kettleburn', 'NNP')), (('Kettleburn', 'NNP'), 'case', ('of', 'IN')), (('Kettleburn', 'NNP'), 'compound', ('Professor', 'NNP'))]"
Albus also announces that Dementors are to be stationed around the school as a precaution against Sirius .,"['Albus', 'Dementors', 'school', 'precaution', 'Sirius']","['Albus:announces', 'Dementors:are', 'school:stationed', 'precaution:school', 'Sirius:precaution']",[],[],0.0,"[(('announces', 'VBZ'), 'nsubj', ('Albus', 'NNS')), (('announces', 'VBZ'), 'advmod', ('also', 'RB')), (('announces', 'VBZ'), 'ccomp', ('are', 'VBP')), (('are', 'VBP'), 'mark', ('that', 'IN')), (('are', 'VBP'), 'nsubj', ('Dementors', 'NNP')), (('are', 'VBP'), 'xcomp', ('stationed', 'VBN')), (('stationed', 'VBN'), 'mark', ('to', 'TO')), (('stationed', 'VBN'), 'auxpass', ('be', 'VB')), (('stationed', 'VBN'), 'nmod', ('school', 'NN')), (('school', 'NN'), 'case', ('around', 'IN')), (('school', 'NN'), 'det', ('the', 'DT')), (('school', 'NN'), 'nmod', ('precaution', 'NN')), (('precaution', 'NN'), 'case', ('as', 'IN')), (('precaution', 'NN'), 'det', ('a', 'DT')), (('precaution', 'NN'), 'nmod', ('Sirius', 'NNP')), (('Sirius', 'NNP'), 'case', ('against', 'IN'))]"
Lessons start the next day .,['Lessons'],['Lessons:start'],[],[],0.0,"[(('start', 'VBP'), 'nsubj', ('Lessons', 'NNS')), (('start', 'VBP'), 'nmod:tmod', ('day', 'NN')), (('day', 'NN'), 'det', ('the', 'DT')), (('day', 'NN'), 'amod', ('next', 'JJ'))]"
"Harry , Ronald and Hermione head to the North Tower for their first Divination lesson .","['Harry', 'Ronald', 'Hermione', 'Tower', 'lesson']","['Harry:head', 'Ronald:head', 'Hermione:head', 'Tower:head', 'lesson:Tower']",[],[],0.4019,"[(('head', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('head', 'VBP'), 'nmod', ('Tower', 'NNP')), (('Tower', 'NNP'), 'case', ('to', 'TO')), (('Tower', 'NNP'), 'det', ('the', 'DT')), (('Tower', 'NNP'), 'compound', ('North', 'NNP')), (('Tower', 'NNP'), 'nmod', ('lesson', 'NN')), (('lesson', 'NN'), 'case', ('for', 'IN')), (('lesson', 'NN'), 'nmod:poss', ('their', 'PRP$')), (('lesson', 'NN'), 'amod', ('first', 'JJ')), (('lesson', 'NN'), 'amod', ('Divination', 'JJ'))]"
They meet Sybill Trelawney and predict future events using tea leaves .,['They'],['They:meet'],"['Trelawney', 'events', 'leaves']","['Trelawney:meet', 'events:predict', 'leaves:using']",0.0,"[(('meet', 'VBP'), 'nsubj', ('They', 'PRP')), (('meet', 'VBP'), 'dobj', ('Trelawney', 'NNP')), (('Trelawney', 'NNP'), 'compound', ('Sybill', 'NNP')), (('meet', 'VBP'), 'cc', ('and', 'CC')), (('meet', 'VBP'), 'conj', ('predict', 'VBP')), (('predict', 'VBP'), 'dobj', ('events', 'NNS')), (('events', 'NNS'), 'amod', ('future', 'JJ')), (('predict', 'VBP'), 'xcomp', ('using', 'VBG')), (('using', 'VBG'), 'dobj', ('leaves', 'NNS')), (('leaves', 'NNS'), 'compound', ('tea', 'NN'))]"
"Harry sees a black dog in Harry 's tea cup , which Trelawney identifies as the Grim , the omen of death .","['Harry', 'cup', 'Trelawney', 'Grim', 'death']","['Harry:sees', 'cup:dog', 'Trelawney:identifies', 'Grim:identifies', 'death:omen']",['dog'],['dog:sees'],-0.8225,"[(('sees', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('sees', 'VBZ'), 'dobj', ('dog', 'NN')), (('dog', 'NN'), 'det', ('a', 'DT')), (('dog', 'NN'), 'amod', ('black', 'JJ')), (('dog', 'NN'), 'nmod', ('cup', 'NN')), (('cup', 'NN'), 'case', ('in', 'IN')), (('cup', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('cup', 'NN'), 'compound', ('tea', 'NN')), (('cup', 'NN'), 'acl:relcl', ('identifies', 'VBZ')), (('identifies', 'VBZ'), 'dobj', ('which', 'WDT')), (('identifies', 'VBZ'), 'nsubj', ('Trelawney', 'NNP')), (('identifies', 'VBZ'), 'nmod', ('Grim', 'NNP')), (('Grim', 'NNP'), 'case', ('as', 'IN')), (('Grim', 'NNP'), 'det', ('the', 'DT')), (('Grim', 'NNP'), 'appos', ('omen', 'NN')), (('omen', 'NN'), 'det', ('the', 'DT')), (('omen', 'NN'), 'nmod', ('death', 'NN')), (('death', 'NN'), 'case', ('of', 'IN'))]"
"This worries Harry , as Harry remembers the black dog Harry saw when Harry ran away .","['Harry', 'Harry', 'Harry']","['Harry:remembers', 'Harry:saw', 'Harry:ran']","['Harry', 'dog']","['Harry:worries', 'dog:remembers']",-0.4215,"[(('worries', 'VBZ'), 'nsubj', ('This', 'DT')), (('worries', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'dep', ('remembers', 'VBZ')), (('remembers', 'VBZ'), 'mark', ('as', 'IN')), (('remembers', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('remembers', 'VBZ'), 'dobj', ('dog', 'NN')), (('dog', 'NN'), 'det', ('the', 'DT')), (('dog', 'NN'), 'amod', ('black', 'JJ')), (('dog', 'NN'), 'acl:relcl', ('saw', 'VBD')), (('saw', 'VBD'), 'nsubj', ('Harry', 'NNP')), (('saw', 'VBD'), 'advcl', ('ran', 'VBD')), (('ran', 'VBD'), 'advmod', ('when', 'WRB')), (('ran', 'VBD'), 'nsubj', ('Harry', 'NNP')), (('ran', 'VBD'), 'compound:prt', ('away', 'RP'))]"
"In their next lesson , Minerva assures Harry that Trelawney has predicted the deaths of a number of students , none of whom have died .","['lesson', 'Minerva', 'Trelawney', 'number', 'students']","['lesson:assures', 'Minerva:assures', 'Trelawney:predicted', 'number:deaths', 'students:number']","['Harry', 'deaths']","['Harry:assures', 'deaths:predicted']",-0.25,"[(('assures', 'VBZ'), 'nmod', ('lesson', 'NN')), (('lesson', 'NN'), 'case', ('In', 'IN')), (('lesson', 'NN'), 'nmod:poss', ('their', 'PRP$')), (('lesson', 'NN'), 'amod', ('next', 'JJ')), (('assures', 'VBZ'), 'nsubj', ('Minerva', 'NNP')), (('assures', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('assures', 'VBZ'), 'ccomp', ('predicted', 'VBN')), (('predicted', 'VBN'), 'mark', ('that', 'IN')), (('predicted', 'VBN'), 'nsubj', ('Trelawney', 'NNP')), (('predicted', 'VBN'), 'aux', ('has', 'VBZ')), (('predicted', 'VBN'), 'dobj', ('deaths', 'NNS')), (('deaths', 'NNS'), 'det', ('the', 'DT')), (('deaths', 'NNS'), 'nmod', ('number', 'NN')), (('number', 'NN'), 'case', ('of', 'IN')), (('number', 'NN'), 'det', ('a', 'DT')), (('number', 'NN'), 'nmod', ('students', 'NNS')), (('students', 'NNS'), 'case', ('of', 'IN')), (('students', 'NNS'), 'appos', ('none', 'NN')), (('none', 'NN'), 'acl', ('died', 'VBN')), (('died', 'VBN'), 'mark', ('of', 'IN')), (('died', 'VBN'), 'nsubj', ('whom', 'WP')), (('died', 'VBN'), 'aux', ('have', 'VBP'))]"
"In their Care of Magical Creatures lesson , Rubeus teaches them about hippogriffs -LRB- horse/eagle creatures -RRB- .","['Care', 'lesson', 'Rubeus', 'hippogriffs']","['Care:teaches', 'lesson:Care', 'Rubeus:teaches', 'hippogriffs:teaches']",['them'],['them:teaches'],0.4939,"[(('teaches', 'VBZ'), 'nmod', ('Care', 'NN')), (('Care', 'NN'), 'case', ('In', 'IN')), (('Care', 'NN'), 'nmod:poss', ('their', 'PRP$')), (('Care', 'NN'), 'nmod', ('lesson', 'NN')), (('lesson', 'NN'), 'case', ('of', 'IN')), (('lesson', 'NN'), 'compound', ('Magical', 'NNP')), (('lesson', 'NN'), 'compound', ('Creatures', 'NNP')), (('teaches', 'VBZ'), 'nsubj', ('Rubeus', 'NNP')), (('teaches', 'VBZ'), 'dobj', ('them', 'PRP')), (('teaches', 'VBZ'), 'nmod', ('hippogriffs', 'NNS')), (('hippogriffs', 'NNS'), 'case', ('about', 'IN')), (('hippogriffs', 'NNS'), 'appos', ('creatures', 'NNS')), (('creatures', 'NNS'), 'amod', ('horse/eagle', 'JJ'))]"
"Although initially nervous , Harry successfully approaches and rides a grey hippogriff named Buckbeak .",['Harry'],['Harry:approaches'],"['hippogriff', 'Buckbeak']","['hippogriff:approaches', 'Buckbeak:named']",0.3182,"[(('approaches', 'VBZ'), 'advcl', ('nervous', 'JJ')), (('nervous', 'JJ'), 'mark', ('Although', 'IN')), (('nervous', 'JJ'), 'advmod', ('initially', 'RB')), (('approaches', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('approaches', 'VBZ'), 'advmod', ('successfully', 'RB')), (('approaches', 'VBZ'), 'cc', ('and', 'CC')), (('approaches', 'VBZ'), 'conj', ('rides', 'VBZ')), (('approaches', 'VBZ'), 'dobj', ('hippogriff', 'NN')), (('hippogriff', 'NN'), 'det', ('a', 'DT')), (('hippogriff', 'NN'), 'amod', ('grey', 'JJ')), (('hippogriff', 'NN'), 'acl', ('named', 'VBN')), (('named', 'VBN'), 'dobj', ('Buckbeak', 'NNP'))]"
"Later in the lesson , Draco , who had not been listening to Rubeus 's lecture , insults Buckbeak , causing it to slash his arm with its talons .","['lesson', 'Draco', 'lecture', 'talons']","['lesson:insults', 'Draco:insults', 'lecture:listening', 'talons:slash']","['Buckbeak', 'it', 'arm']","['Buckbeak:insults', 'it:causing', 'arm:slash']",-0.5994,"[(('insults', 'VBZ'), 'nmod', ('lesson', 'NN')), (('lesson', 'NN'), 'advmod', ('Later', 'RB')), (('lesson', 'NN'), 'case', ('in', 'IN')), (('lesson', 'NN'), 'det', ('the', 'DT')), (('insults', 'VBZ'), 'nsubj', ('Draco', 'NNP')), (('Draco', 'NNP'), 'acl:relcl', ('listening', 'VBG')), (('listening', 'VBG'), 'nsubj', ('who', 'WP')), (('listening', 'VBG'), 'aux', ('had', 'VBD')), (('listening', 'VBG'), 'neg', ('not', 'RB')), (('listening', 'VBG'), 'aux', ('been', 'VBN')), (('listening', 'VBG'), 'nmod', ('lecture', 'NN')), (('lecture', 'NN'), 'case', ('to', 'TO')), (('lecture', 'NN'), 'nmod:poss', ('Rubeus', 'NNP')), (('Rubeus', 'NNP'), 'case', (""'s"", 'POS')), (('insults', 'VBZ'), 'dobj', ('Buckbeak', 'NNP')), (('insults', 'VBZ'), 'advcl', ('causing', 'VBG')), (('causing', 'VBG'), 'dobj', ('it', 'PRP')), (('causing', 'VBG'), 'xcomp', ('slash', 'VB')), (('slash', 'VB'), 'mark', ('to', 'TO')), (('slash', 'VB'), 'dobj', ('arm', 'NN')), (('arm', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('slash', 'VB'), 'nmod', ('talons', 'NNS')), (('talons', 'NNS'), 'case', ('with', 'IN')), (('talons', 'NNS'), 'nmod:poss', ('its', 'PRP$'))]"
